1	n_additives
104332	0
24809	1
15914	2
10990	3
7521	4
5351	5
3464	6
2349	7
1577	8
1032	9
657	10
463	11
283	12
186	13
181	14
120	15
75	16
60	17
35	18
15	19
12	20
5	21
5	22
2	23
2	24
2	25
1	26
1	28
3	30
