	code	name	image	n_additives	nutriscore	energy_100g	energy.from.fat_100g	fat_100g	saturated.fat_100g	monounsaturated.fat_100g	polyunsaturated.fat_100g	omega.3.fat_100g	omega.6.fat_100g	omega.9.fat_100g	trans.fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum.proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin.a_100g	beta.carotene_100g	vitamin.d_100g	vitamin.e_100g	vitamin.k_100g	vitamin.c_100g	vitamin.b1_100g	vitamin.b2_100g	vitamin.pp_100g	vitamin.b6_100g	vitamin.b9_100g	folates_100g	vitamin.b12_100g	biotin_100g	pantothenic.acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits.vegetables.nuts_100g	fruits.vegetables.nuts.estimate_100g	collagen.meat.protein.ratio_100g	cocoa_100g	chlorophyl_100g	carbon.footprint_100g	nutrition.score.fr_100g	nutrition.score.uk_100g	glycemic.index_100g	water.hardness_100g	choline_100g	phylloquinone_100g	beta.glucan_100g	inositol_100g	carnitine_100g
57814	3263852921610	Galets Bretons au beurre frais	https://static.openfoodfacts.org/images/products/326/385/292/1610/front.16.200.jpg	2	e	2226	NA	29.8	19.8	NA	NA	NA	NA	NA	NA	NA	59.8	24.5	NA	NA	NA	5.6	NA	NA	NA	0.75	0.295275590551181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	24	NA	NA	NA	NA	NA	NA	NA
57815	3263852921825	Biscuits sablés au citron et aux amandes	https://static.openfoodfacts.org/images/products/326/385/292/1825/front.19.200.jpg	8	d	2008	NA	21.5	2.4	NA	NA	NA	NA	NA	NA	NA	64.1	28	NA	NA	1.5	6.5	NA	NA	NA	1.2	0.47244094488189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	17	NA	NA	NA	NA	NA	NA	NA
57819	3263852922310	Cookies chocolat	https://static.openfoodfacts.org/images/products/326/385/292/2310/front.4.200.jpg	2	e	2075	NA	24.4	13	NA	NA	NA	NA	NA	NA	NA	60	32.2	NA	NA	4.5	6.9	NA	NA	NA	0.4	0.15748031496063	NA	NA	NA	NA	0.0021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.137	NA	0.078	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	20	NA	NA	NA	NA	NA	NA	NA
57821	3263852922518	Sablés céréales chocolat noir Bio	https://static.openfoodfacts.org/images/products/326/385/292/2518/front.7.200.jpg	2	d	2123	NA	27	12	NA	NA	NA	NA	NA	NA	NA	57	28	NA	NA	4.5	7	NA	NA	NA	0.1778	0.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	18	NA	NA	NA	NA	NA	NA	NA
57836	3263852925410	Cookies Noix de Coco pépites de chocolat (12 biscuits)	https://static.openfoodfacts.org/images/products/326/385/292/5410/front.13.200.jpg	3	e	2118	NA	28	15	NA	NA	NA	NA	NA	NA	NA	56	31	NA	NA	4.5	5.5	NA	NA	NA	0.38	0.149606299212598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	19	NA	NA	NA	NA	NA	NA	NA
57840	3263852926318	Sablés amande citron bio	https://static.openfoodfacts.org/images/products/326/385/292/6318/front.11.200.jpg	1	e	2021	NA	23	12	NA	NA	NA	NA	NA	NA	NA	59.7	24.9	NA	NA	NA	8	NA	NA	NA	0.35	0.137795275590551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	22	NA	NA	NA	NA	NA	NA	NA
57842	3263852926516	Sablés éclats au caramel au beurre salé	https://static.openfoodfacts.org/images/products/326/385/292/6516/front.6.200.jpg	4	e	2114	NA	24	15.7	NA	NA	NA	NA	NA	NA	NA	67	29.5	NA	NA	NA	4.5	NA	NA	NA	0.75	0.295275590551181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	25	NA	NA	NA	NA	NA	NA	NA
57843	3263852926714	Shortbread Recette Écossaise	https://static.openfoodfacts.org/images/products/326/385/292/6714/front_en.8.200.jpg	0	e	2197	NA	29	17	NA	NA	NA	NA	NA	NA	NA	61	20	NA	NA	NA	4.5	NA	NA	NA	0.6	0.236220472440945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	22	NA	NA	NA	NA	NA	NA	NA
57845	3263852927018	Sablés au café	https://static.openfoodfacts.org/images/products/326/385/292/7018/front.9.200.jpg	3	e	2151	NA	25	17	NA	NA	NA	NA	NA	NA	NA	65	31	NA	NA	NA	5.8	NA	NA	NA	1	0.393700787401575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	26	NA	NA	NA	NA	NA	NA	NA
57851	3263852927513	Sablé au chocolat au lait		2	e	2075	NA	23	13	NA	NA	NA	NA	NA	NA	NA	63	26	NA	NA	0	7.9	NA	NA	NA	0.63	0.248031496062992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	23	NA	NA	NA	NA	NA	NA	NA
57858	3263852931817	Cookies pépites de chocolat Noix de pecan		4	e	2130	NA	26	5	NA	NA	NA	NA	NA	NA	NA	62	30	NA	NA	NA	6.8	NA	NA	NA	0.8	0.31496062992126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	19	NA	NA	NA	NA	NA	NA	NA
59732	3264950120295	Nutrisablé		3	e	1929	NA	22	14	NA	NA	NA	NA	NA	NA	NA	57	25	NA	NA	NA	6.9	NA	NA	NA	0.73	0.28740157480315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	23	NA	NA	NA	NA	NA	NA	NA
60429	3266191007526	Cookies Pépites de Chocolat		3	e	2088	NA	NA	12.2	NA	NA	NA	NA	NA	NA	NA	NA	32.3	NA	NA	3.5	3.9	NA	NA	NA	0.269999999999999	0.106299212598425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	20	NA	NA	NA	NA	NA	NA	NA
60430	3266191007557	Cookies aux Pépites de Chocolat (Moins de Matières Grasses)		0	e	2017	NA	22	9.2	NA	NA	NA	NA	NA	NA	NA	53	18	NA	NA	0	6	NA	NA	NA	0.49	0.192913385826772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	20	NA	NA	NA	NA	NA	NA	NA
60435	3266191007786	Sablés au Caramel Beurre Salé		0	e	1837	NA	NA	12.2	NA	NA	NA	NA	NA	NA	NA	NA	24.7	NA	NA	0.9	3.3	NA	NA	NA	1.04	0.409448818897638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	24	NA	NA	NA	NA	NA	NA	NA
60452	3266191008301	Sablés à l'orange		1	e	2079	NA	24	13	NA	NA	NA	NA	NA	NA	NA	65	26	NA	NA	2.3	6	NA	NA	NA	0.6	0.236220472440945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	21	NA	NA	NA	NA	NA	NA	NA
60453	3266191008318	Sablés noix de coco nappés chocolat		0	e	2197	NA	29	20	NA	NA	NA	NA	NA	NA	NA	60	22	NA	NA	2.5	7	NA	NA	NA	0.5	0.196850393700787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	20	NA	NA	NA	NA	NA	NA	NA
60454	3266191008325	Sablés à l'épeautre	https://static.openfoodfacts.org/images/products/326/619/100/8325/front.5.200.jpg	3	e	2042	NA	22.3	9.8	NA	NA	NA	NA	NA	NA	NA	66.6	23.4	NA	NA	NA	6.7	NA	NA	NA	0.62	0.244094488188976	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	22	NA	NA	NA	NA	NA	NA	NA
60459	3266191008417	Sablé Au Sésame		0	d	2046	NA	21.2	9.3	NA	NA	NA	NA	NA	NA	NA	67.1	20.8	NA	NA	4	7.5	NA	NA	NA	0.6	0.236220472440945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	16	NA	NA	NA	NA	NA	NA	NA
60471	3266191008660	Cookies Aux Pépites De Chocolat Et Aux Noisettes		2	e	2181	NA	29	11	NA	NA	NA	NA	NA	NA	NA	56	32	NA	NA	3.5	7.5	NA	NA	NA	0.299999999999999	0.118110236220472	NA	NA	NA	NA	0.0042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.142	0.0033	0.066	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	20	NA	NA	NA	NA	NA	NA	NA
60486	3266191009292	Cookies quinoa chocolat		2	d	1981	NA	22	13	NA	NA	NA	NA	NA	NA	NA	58	30	NA	NA	5	8.3	NA	NA	NA	0.4	0.15748031496063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	17	NA	NA	NA	NA	NA	NA	NA
60877	3266191085586	Les P'tits Animaux Nappés Chocolat au Lait 		1	e	2087	NA	23.2	10.5	NA	NA	NA	NA	NA	NA	NA	63.1	30.6	NA	NA	2.9	7.9	NA	NA	NA	0.44	0.173228346456693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	20	NA	NA	NA	NA	NA	NA	NA
61454	3268191007797	Sablés à la Noix de Coco et Citron		0	d	1954	NA	20.3	10.8	NA	NA	NA	NA	NA	NA	NA	65.6	21.1	NA	NA	2.1	4	NA	NA	NA	0.4	0.15748031496063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	18	NA	NA	NA	NA	NA	NA	NA
61483	3268350120237	Cookies Pépites	https://static.openfoodfacts.org/images/products/326/835/012/0237/front.9.200.jpg	2	d	1782	NA	17	6.5	NA	NA	NA	NA	NA	NA	NA	58	26	NA	NA	4	8.1	NA	NA	NA	0.8	0.31496062992126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	15	NA	NA	NA	NA	NA	NA	NA
61488	3268350120343	Plaisir agrumes Sablés au citron et à l'orange confits	https://static.openfoodfacts.org/images/products/326/835/012/0343/front.5.200.jpg	2	c	1464	NA	6.9	2.8	NA	NA	NA	NA	NA	NA	NA	61	24	NA	NA	3.3	8.7	NA	NA	NA	0.66	0.259842519685039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	10	NA	NA	NA	NA	NA	NA	NA
61490	3268350120367	Cookies Tout choco - Chocolat Noir et Pépites de Chocolat		2	d	1954	NA	23	8.4	NA	NA	NA	NA	NA	NA	NA	55	25	NA	NA	4.3	7.5	NA	NA	NA	0.72	0.283464566929134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	17	NA	NA	NA	NA	NA	NA	NA
61512	3268350120831	Biscuits plaisir Earl Grey		2	d	1787	NA	19	4.8	NA	NA	NA	NA	NA	NA	NA	56	19	NA	NA	2.8	6.6	NA	NA	NA	0.43	0.169291338582677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	12	NA	NA	NA	NA	NA	NA	NA
61513	3268350120848	Biscuits speculoos		2	d	1831	NA	19	4.9	NA	NA	NA	NA	NA	NA	NA	58	20	NA	NA	3.1	6.6	NA	NA	NA	0.43	0.169291338582677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	11	NA	NA	NA	NA	NA	NA	NA
61516	3268350120916	Cookie macadamia		0	e	2188	NA	28.6	10.37	NA	NA	NA	NA	NA	NA	NA	59.1	27	NA	NA	NA	6.1	NA	NA	NA	0.69	0.271653543307087	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	24	NA	NA	NA	NA	NA	NA	NA
62045	3270160311446	Sablés pur beurre	https://static.openfoodfacts.org/images/products/327/016/031/1446/front.3.200.jpg	0	e	2084	NA	23.1	14.9	NA	NA	NA	NA	NA	NA	NA	65	26.9	NA	NA	2.5	6.2	NA	NA	NA	0.3	0.118110236220472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	20	NA	NA	NA	NA	NA	NA	NA
62688	3270160800704	Petits cookies		4	e	2113	NA	25.7	14.6	NA	NA	NA	NA	NA	NA	NA	59.5	31.9	NA	NA	3.8	7	NA	NA	NA	0.5	0.196850393700787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	21	NA	NA	NA	NA	NA	NA	NA
62690	3270160801114	Sablés Caramel-Noisette au Chocolat au Lait		3	e	2192	NA	28.1	13.3	NA	NA	NA	NA	NA	NA	NA	60.1	33.1	NA	NA	3.3	6	NA	NA	NA	0.41	0.161417322834646	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.5	NA	NA	NA	NA	21	21	NA	NA	NA	NA	NA	NA	NA
62774	3270160820986	Pâte à Cookies aux Pépites de Chocolat Noir		0	e	1795	NA	NA	6.4	NA	NA	NA	NA	NA	NA	NA	NA	42	NA	NA	2.9	5.5	NA	NA	NA	0.89	0.350393700787402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	20	NA	NA	NA	NA	NA	NA	NA
62830	3270160824083	2 Cookies au Chocolat et à la Noisette		4	e	2025	NA	24	12	NA	NA	NA	NA	NA	NA	NA	60	32	NA	NA	2.4	7	NA	NA	NA	0.8	0.31496062992126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.3	NA	NA	NA	NA	24	24	NA	NA	NA	NA	NA	NA	NA
62949	3270160850631	Galettes bretonnes		0	e	2159	NA	26	18	NA	NA	NA	NA	NA	NA	NA	64	27	NA	NA	1.1	6	NA	NA	NA	0.8	0.31496062992126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	23	NA	NA	NA	NA	NA	NA	NA
62955	3270160850938	Biscuits de Noël		3	e	2151	NA	27	14	NA	NA	NA	NA	NA	NA	NA	59	30	NA	NA	2.5	8.4	NA	NA	NA	0.490000000000001	0.192913385826772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	21	NA	NA	NA	NA	NA	NA	NA
62962	3270160853724	Sablés à l'avoine et aux graines de lin		2	d	2033	NA	22	12.6	NA	NA	NA	NA	NA	NA	NA	60.6	21.2	NA	NA	4.4	9.3	NA	NA	NA	0.54	0.21259842519685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	18	NA	NA	NA	NA	NA	NA	NA
63477	3270190112266	Sablés croquants	https://static.openfoodfacts.org/images/products/327/019/011/2266/front.7.200.jpg	3	e	2146	NA	26	10	NA	NA	NA	NA	NA	NA	NA	63	38	NA	NA	2	4.8	NA	NA	NA	0.22	0.0866141732283465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	21	NA	NA	NA	NA	NA	NA	NA
63482	3270190114055	Cookies Choco Noisettes	https://static.openfoodfacts.org/images/products/327/019/011/4055/front.17.200.jpg	3	e	2096	NA	28	12	NA	NA	NA	NA	NA	NA	NA	55	33	NA	NA	5.4	6.5	NA	NA	NA	0.99	0.389763779527559	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	22	NA	NA	NA	NA	NA	NA	NA
63531	3270190127871	Cookies choco noisettes	https://static.openfoodfacts.org/images/products/327/019/012/7871/front.8.200.jpg	2	e	2155	NA	28	12	NA	NA	NA	NA	NA	NA	NA	57	27	NA	NA	3.5	7.1	NA	NA	NA	0.3	0.118110236220472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	19	NA	NA	NA	NA	NA	NA	NA
63654	3270190182153	Galettes bretonnes au beurre de Baratte	https://static.openfoodfacts.org/images/products/327/019/018/2153/front.6.200.jpg	3	e	2100	NA	23	15	NA	NA	NA	NA	NA	NA	NA	66	26	NA	NA	2.1	6.8	NA	NA	NA	0.8	0.31496062992126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	22	NA	NA	NA	NA	NA	NA	NA
65068	3274643000179	Mini Croquants Aux Amandes 150GR		2	d	1582	NA	9.1	1	NA	NA	NA	NA	NA	NA	NA	65.8	33.1	NA	NA	NA	8	NA	NA	NA	0.04	0.015748031496063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	11	NA	NA	NA	NA	NA	NA	NA
65071	3274643110151	Le Tech croquants aux amandes		2	d	1582	NA	9.1	1	NA	NA	NA	NA	NA	NA	NA	65.8	33.1	NA	NA	NA	8	NA	NA	NA	0.04	0.015748031496063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	11	NA	NA	NA	NA	NA	NA	NA
65100	3274647140581	Croquant aux amandes		0	d	2284	NA	36	2.9	NA	NA	NA	NA	NA	NA	NA	43	40	NA	NA	NA	12	NA	NA	NA	0.06	0.0236220472440945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	16	NA	NA	NA	NA	NA	NA	NA
66056	3277735225238	Sablés Pur Beurre		5	e	2231	NA	28	19	NA	NA	NA	NA	NA	NA	NA	62	20	NA	NA	NA	7.2	NA	NA	NA	0.37	0.145669291338583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	21	NA	NA	NA	NA	NA	NA	NA
66057	3277735225474	Sablés des Pyrénées au chocolat	https://static.openfoodfacts.org/images/products/327/773/522/5474/front.3.200.jpg	4	e	2084	NA	24	9.6	NA	NA	NA	NA	NA	NA	NA	62	32	NA	NA	NA	6.7	NA	NA	NA	1	0.393700787401575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	26	NA	NA	NA	NA	NA	NA	NA
66058	3277735225481	Sablés des Pyrénées cannelle-noix		1	e	2289	NA	32	9.4	NA	NA	NA	NA	NA	NA	NA	55	26	NA	NA	NA	8.3	NA	NA	NA	0.29	0.114173228346457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	21	NA	NA	NA	NA	NA	NA	NA
66062	3277735225801	Croquants Aux Amandes		0	d	1904	NA	13	1	NA	NA	NA	NA	NA	NA	NA	75	47	NA	NA	NA	8.8	NA	NA	NA	0.08	0.031496062992126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	15	NA	NA	NA	NA	NA	NA	NA
66868	3281890103058	I' Incomparable Croquant De Cordes Maison Bruyere		0	d	1908	NA	13	1	NA	NA	NA	NA	NA	NA	NA	73	65	NA	NA	1.4	11	NA	NA	NA	0.1	0.0393700787401575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	14	NA	NA	NA	NA	NA	NA	NA
67226	3286637900006	Croquant aux amandes		0	d	1636	NA	8	1	NA	NA	NA	NA	NA	NA	NA	69	34.7	NA	NA	NA	7.6	NA	NA	NA	4e-04	0.00015748031496063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	11	NA	NA	NA	NA	NA	NA	NA
