	code	name	image	n_additives	nutriscore	energy_100g	energy.from.fat_100g	fat_100g	saturated.fat_100g	monounsaturated.fat_100g	polyunsaturated.fat_100g	omega.3.fat_100g	omega.6.fat_100g	omega.9.fat_100g	trans.fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum.proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin.a_100g	beta.carotene_100g	vitamin.d_100g	vitamin.e_100g	vitamin.k_100g	vitamin.c_100g	vitamin.b1_100g	vitamin.b2_100g	vitamin.pp_100g	vitamin.b6_100g	vitamin.b9_100g	folates_100g	vitamin.b12_100g	biotin_100g	pantothenic.acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits.vegetables.nuts_100g	fruits.vegetables.nuts.estimate_100g	collagen.meat.protein.ratio_100g	cocoa_100g	chlorophyl_100g	carbon.footprint_100g	nutrition.score.fr_100g	nutrition.score.uk_100g	glycemic.index_100g	water.hardness_100g	choline_100g	phylloquinone_100g	beta.glucan_100g	inositol_100g	carnitine_100g
38041	3226219009581	Cookies Chocolat	https://static.openfoodfacts.org/images/products/322/621/900/9581/front.7.200.jpg	2	e	2063	NA	24	13	NA	NA	NA	NA	NA	NA	NA	60	33	NA	NA	4.5	7	NA	NA	NA	0.4	0.15748031496063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	20	NA	NA	NA	NA	NA	NA	NA
38042	3226219009659	Biscuiterie de l'abbaye		1	e	2000	NA	19	13	NA	NA	NA	NA	NA	NA	NA	69	25	NA	NA	NA	7	NA	NA	NA	0.42	0.165354330708661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	21	NA	NA	NA	NA	NA	NA	NA
38047	3226219010273	Cookies chocolat noisettes		2	e	2152	NA	28	12	NA	NA	NA	NA	NA	NA	NA	57	27	NA	NA	3.5	7	NA	NA	NA	0.3	0.118110236220472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	19	NA	NA	NA	NA	NA	NA	NA
38048	3226219010341		https://static.openfoodfacts.org/images/products/322/621/901/0341/front.5.200.jpg	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
38052	3226219010792	Sablés normands		0	e	2071	NA	23	16	NA	NA	NA	NA	NA	NA	NA	66	32	NA	NA	2	5	NA	NA	NA	0.4	0.15748031496063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	22	NA	NA	NA	NA	NA	NA	NA
38617	3229580000010	Galette charentaise Beurlay Pur beurre		2	e	1778	NA	16	10	NA	NA	NA	NA	NA	NA	NA	64	34	NA	NA	NA	5.7	NA	NA	NA	0.5	0.196850393700787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	23	NA	NA	NA	NA	NA	NA	NA
38618	3229580000447	La Galette Charentaise Fourrage Myrtille	https://static.openfoodfacts.org/images/products/322/958/000/0447/front.7.200.jpg	7		1624	NA	9	NA	NA	NA	NA	NA	NA	NA	NA	69	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
38619	3229580007835	Galette Charentaise Pur Beurre à l'Angélique		2	e	1741	NA	15	9.8	NA	NA	NA	NA	NA	NA	NA	64	35	NA	NA	NA	5.6	NA	NA	NA	0.53	0.208661417322835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	23	NA	NA	NA	NA	NA	NA	NA
38620	3229580015663	Galette Charentaise Traditionnelle Pépites de Chocolat		3	e	1837	NA	18	11	NA	NA	NA	NA	NA	NA	NA	62	35	NA	NA	NA	6	NA	NA	NA	0.48	0.188976377952756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	24	NA	NA	NA	NA	NA	NA	NA
38623	3229580017186	Galettes Pur Beurre		2	e	1858	NA	16	10	NA	NA	NA	NA	NA	NA	NA	66	31	NA	NA	NA	5	NA	NA	NA	0.23	0.0905511811023622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	21	NA	NA	NA	NA	NA	NA	NA
