code	name	image	n_additives	nutriscore	nova	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	omega-6-fat_100g	omega-9-fat_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g
3250390107545	Poires demi-fruits au sirop léger		2	a	4	251		0.5	0.1								14	13				0.5				0.01	0.00393700787401575																																										-3	-3							
3250390107606	Demi-fruits Pêches au sirop léger	https://static.openfoodfacts.org/images/products/325/039/010/7606/front.9.400.jpg	1	a	4	260		0.5	0.1								14.2	14.1				0.5				0.01	0.00393700787401575																																										-2	-2							
3250390107613	Solaya Poire Au Sirop 1	https://static.openfoodfacts.org/images/products/325/039/010/7613/front.3.400.jpg	0	a		251		0.4	0.1								14	13			0	0.5				0.01	0.00393700787401575																																										-3	-3							
3250390111337	Confiture abricots	https://static.openfoodfacts.org/images/products/325/039/011/1337/front.6.400.jpg	2	d	4	1025		0.5	0.1								60.3	57.4				0.5				0.02	0.0078740157480315																																					50					12	12							
3250390111344	Confiture Fraises		2	d	4	1063		0.5	0.1								62.8	61.3			0	0.5				0.01	0.00393700787401575																																				50						12	12							
3250390111351	Compote Rhubarbe		2	c	4	444		0.5	0.1								25	24.9				0.5				0.02	0.0078740157480315																																					79					4	4							
3250390111368	Compote pêches		2	b	3	444		0.5	0.1								27.4	27.3				0.5				0.03	0.0118110236220472																																					84					2	2							
3250390114185	Confiture extra de figues	https://static.openfoodfacts.org/images/products/325/039/011/4185/front.7.400.jpg	2	d	4	1030		0.5	0.1								58.8	58.8				0.5				0.02	0.0078740157480315																																					50					12	12							
3250390115793	Cocktail de fruits  au sirop léger	https://static.openfoodfacts.org/images/products/325/039/011/5793/front.5.400.jpg	3	a	4	264		0.5	0.1								14.9	13.8				0.5				0.02	0.0078740157480315																																										-2	-2							
3250390115809	Abricots au sirop	https://static.openfoodfacts.org/images/products/325/039/011/5809/front.7.400.jpg	0	a	3	268		0.5	0.1								15	14				0.5				0.03	0.0118110236220472																																										-2	-2							
3250390134671	Confiture allégée abricot	https://static.openfoodfacts.org/images/products/325/039/013/4671/front.3.400.jpg	3	c	4	682		0.5	0.2								39.1	38.5				0.5				0.03	0.0118110236220472																																				50						9	9							
3250390134688	Confiture Allégée - Fraise		2	c	4	695		0.5	0.1								40	38.7				0.5				0.03	0.0118110236220472																																										5	5							
3250390134701	Spécialité Diététique au Fructose Fraise	https://static.openfoodfacts.org/images/products/325/039/013/4701/front.6.400.jpg	1	c	1	610		0.5	0.1								34.3	33.6				0.6				0.04	0.015748031496063																																				60						7	7							
3250390138563	Confiture Mûres		2	d	4	1033		0	0								60.9	57.9				0.5				0.01	0.00393700787401575																																					50					12	12							
3250390138631	Confiture framboises	https://static.openfoodfacts.org/images/products/325/039/013/8631/front.3.400.jpg	2	d	4	1059		0.5	0.5								60.6	57.9			0	0.5				0.01	0.00393700787401575																																					50					12	12							
3250390139218	Pomme Banane sans sucres ajoutés	https://static.openfoodfacts.org/images/products/325/039/013/9218/front_en.3.400.jpg	1	a	1	293		0.5	0.1								16.3	14.9				0.5				0.01	0.00393700787401575																																										-2	-2							
3250390139386	Pomme Abricot allégée en sucres		1	a	4	296		0.5	0.1								16	13.9				0.5				0.01	0.00393700787401575																																					94.6					-2	-2							
3250390149262	Chabrior- Macédoine de fruits confits	https://static.openfoodfacts.org/images/products/325/039/014/9262/front.5.400.jpg	6	c	4	1209		0.14	0.08								67.1	53.2				1.3				0.1	0.0393700787401575																																										8	8							
3250390166894	Elodie Compote d'Abricots		2	b	3	456		0.5	0.1								25.9	25.6				0.6				0.01	0.00393700787401575																																					85					1	1							
3250390188513	Ananas en morceaux	https://static.openfoodfacts.org/images/products/325/039/018/8513/front_en.11.400.jpg	1	a	4	234		0.5	0.1								13	12				0.5				0.02	0.0078740157480315																																										-3	-3							
3250390207498	Mélange Graines Grillées et Salées		0	d	3	2703		55	6.4								9.9	4.4				24.4				0.5	0.196850393700787																																										16	16							
3250390207559	Mélange exotique	https://static.openfoodfacts.org/images/products/325/039/020/7559/front.9.400.jpg	2	d	4	1591		9.5	8.7								69.1	56.8				1.3				0.24	0.0944881889763779																																										18	18							
3250390251521	Pomme Poire Allégée en Sucres		1	a	4	278		0.5	0.1								16	15.9				0.5				0.02	0.0078740157480315																																				95.4						-2	-2							
3250390320715	Dessert de fruits Pomme Fraise	https://static.openfoodfacts.org/images/products/325/039/032/0715/front_en.3.400.jpg	0	a		331			0.1									18.6			2.3	0.3				0.01	0.00393700787401575																																										-3	-3							
3250390320722	Purée de Fruits Sans sucres Ajoutés Pomme	https://static.openfoodfacts.org/images/products/325/039/032/0722/front.7.400.jpg	1	a	1	218		0.3	0.1								12	11.5			1.4	0.3				0.008	0.0031496062992126							0.012																																			-4	-4							
3250390320739	Dessert Fruitiers Pommes / Pruneaux 4 x 100 g		1	a	1	318		0.3	0.1								17	15			2.5	0.7				0.008	0.0031496062992126																																										-4	-4							
3250390320746	Compote Pomme Banane		1	a	1	272		0.3	0.1								15	14			1.5	0.6				0.01	0.00393700787401575							0.012																														99					-3	-3							
3250390348337	Netto Compote de pommes Allégée en sucres	https://static.openfoodfacts.org/images/products/325/039/034/8337/front.3.400.jpg	1	a	4	264		0.5	0.01								14.8	13.2			1.9	0.5				0.01	0.00393700787401575																																										-4	-4							
3250390394532	Ananas en tranches au jus d\'ananans	https://static.openfoodfacts.org/images/products/325/039/039/4532/front.10.400.jpg	1	a	4	238		0.5	0.1								13	12			0	0.5				0.01	0.00393700787401575																																										-3	-3							
3250390489856	Mangues au sirop léger		2	a	4	272		0	0								15	14			1.5	0				0	0																																										-3	-3							
3250390645375	Paquit.des.frt Pom FRAIS4		1	a	3	276		0	0.1								16	15.4			0	0.5				0.01	0.00393700787401575	0																																									-2	-2							
3250390730101	Confiture allégée Cassis	https://static.openfoodfacts.org/images/products/325/039/073/0101/front.3.400.jpg	0																																																																										
3250390730125	Confiture Allégée - 4 Fruits Rouges	https://static.openfoodfacts.org/images/products/325/039/073/0125/front.6.400.jpg	2	c	4	707		0.5	0.3								40	36.3			2	0.5				0.03	0.0118110236220472																																				50						7	7							
3250390735342	Dessert De Fruits Pomme Mangue Passion, 4 x 100g,		1	a	4	385		0.3	0.1								22	19			1.3	0.3				0.01	0.00393700787401575							0.012																																			-1	-1							
3250390738497	Puree de fruits pommes sans sucre ajouté	https://static.openfoodfacts.org/images/products/325/039/073/8497/front.3.400.jpg	0	a		243		0.5	0.1								13.4	12.3				0.5				0.01	0.00393700787401575																																										-3	-3							
3250390770923	Netto Macedoine De Fruits Confits		5	c	4	1209		0.5	0.1								61.1	53.5				1.3				0.12	0.047244094488189																																										8	8							
3250390783275	Préparation de clémentines et oranges de Corse	https://static.openfoodfacts.org/images/products/325/039/078/3275/front.3.400.jpg	2	d	4	858		0.5	0.1								49.6	46.7				0.6				0.02	0.0078740157480315																																					55					11	11							
3250390783299	Preparation de figues de provence		2	c	4	929		0.6	0.1								52.3	52.3				0.7				0	0																																					65					10	10							
3250390783350	Preparation d'abricots du Roussillon		3	c	4	854		0.5	0.1								50.1	47.6			0	0.5				0.02	0.0078740157480315	0																																				65					10	10							
3250390783374	Préparation de fraises de Dordogne		2	c	4	912		0.5	0.1								52.7	51.1				0.5				0.02	0.0078740157480315																																				65						10	10							
3250390783473	Confiture abricot		3	d	4	1013		0.5	0.1								59.6	55.3			0	1.5				0.02	0.0078740157480315																																				45						12	12							
3250390801665	Confiture Allégée mangue ananas passion		2	c	4	690		0.5	0.1								40	40				0.5				0.02	0.0078740157480315																																				50						9	9							
3250390850991	Pomme Mangue Passion	https://static.openfoodfacts.org/images/products/325/039/085/0991/front.3.400.jpg	1	a	4	326		0.5	0.1								18.7	16.3				0.5				0.01	0.00393700787401575																																					89.1					-2	-2							
3250391020270	Coulis de framboise surgelé	https://static.openfoodfacts.org/images/products/325/039/102/0270/front.3.400.jpg	0	b	3	406		0.2	0								22	22			0	0.7				0	0	0																																									0	0							
3250391020300	Framboises entières		0	a	1	181		0.5	0.1								5.4	5.4				1.6				0.01	0.00393700787401575																																										-4	-4							
3250391073498	Confiture Extra d'abricots		2	d	4	1021		0.5	0.1								60.5	52				0.5				0.01	0.00393700787401575																																				35						13	13							
3250391073511	Confiture de Fraises Allégée en sucres		0	c		686		0.5	0.1								39.5	38.8				0.5				0.03	0.0118110236220472																																										5	5							
3250391073528	Confiture d'abricots allégée en sucres		1	c	3	682		0.5	0.2								39.1	38.5				0.5				0.0299999999999999	0.0118110236220472																																					50					9	9							
3250391073535	Confiture Extra Framboise	https://static.openfoodfacts.org/images/products/325/039/107/3535/front.9.400.jpg	2	c	4	698		0.5	0.1								40	40				0.5				0.03	0.0118110236220472																																					50					9	9							
3250391131136	Pocket pomme fraise		1	a	3	272		0.5	0.1								15	14				0.5				0.01	0.00393700787401575																																										-2	-2							
3250391151066	Raisins secs	https://static.openfoodfacts.org/images/products/325/039/115/1066/front.10.400.jpg	0	c	4	1182		0.5	0.2								63.2	59.2				3.4				0.05	0.0196850393700787																																										6	6							
3250391151097	Abricot sec		1	b	3	1152		0.9	0.1								59	45			6.5	3.5				0.1	0.0393700787401575																																										0	0							
3250391151127	Figues Lerida		0	b	1	1243		2.9	0.7								57.6	45.5			12.3	3.4				0.39	0.153543307086614																																										2	2							
3250391151219	Pruneaux d'agen	https://static.openfoodfacts.org/images/products/325/039/115/1219/front.5.400.jpg	1	c	3	1039		0.2	0.1								56	38				2.3				0.01	0.00393700787401575																																										5	5							
3250391153985	Compote Pomme allégée en sucres	https://static.openfoodfacts.org/images/products/325/039/115/3985/front.8.400.jpg	1	a	3	291		0.1	0.1								16	15			1.3	0.3				0.0127	0.005																																										-3	-3							
3250391153992	Compote en gourdes Pomme Fraise		0	a		274		0.5	0.1								15	14				0.5				0.01	0.00393700787401575																																										-2	-2							
3250391154005	Compote Pomme Banane En Gourdes		1	a	3	274		0.5	0.1								15	14				0.5				0.01	0.00393700787401575																																										-2	-2							
3250391243211	Mélange de Fruits du Verger au sirop léger	https://static.openfoodfacts.org/images/products/325/039/124/3211/front.14.400.jpg	3	a	4	272		0.1	0								15.4	13.8			1	0.4				0.01524	0.006																																										-3	-3							
3250391256259	avocat		0	a		711		0	0								0	0			0	0				0	0																																										-3	-3							
3250391256273	Kiwi Bio France		0	a		0		0	0								0	0				0				0	0																																										-5	-5							
3250391256297	Poires Williams Bio		0																																																																										
3250391256310	Pomme Dalinette	https://static.openfoodfacts.org/images/products/325/039/125/6310/front.3.400.jpg	0		1																																																																								
3250391319053	Confiture Fraise		2	c	4	1059		0.5	0.1								62.8	62.5			0	0.4				0	0																																										8	8							
3250391319084	Confiture Abricot	https://static.openfoodfacts.org/images/products/325/039/131/9084/front.13.400.jpg	2	d	4	1067		0.5	0.1								61.6	56.5				0.5				0.03	0.0118110236220472																																				50						12	12							
3250391337491	Confiture fruits rouges	https://static.openfoodfacts.org/images/products/325/039/133/7491/front.13.400.jpg	2	d	4	1067		0.5	0.1								62.6	56.1				0.7				0.1	0.0393700787401575																																					50					12	12							
3250391337521	Confiture Orange	https://static.openfoodfacts.org/images/products/325/039/133/7521/front.3.400.jpg	2	d	4	1075			0.1									62.7			0	0.46				0.02	0.0078740157480315																																					40					13	13							
3250391366286	Confiture extra de Mures		2	c	4	1033		0.5	0.1								60.9	57.9				0.5				0.01	0.00393700787401575																																										8	8							
3250391366316	Confiture de framboise	https://static.openfoodfacts.org/images/products/325/039/136/6316/front.10.400.jpg	2	d	4	1041		0.5	0.3								58.8	51.5				0.5				0.01	0.00393700787401575																																					50					12	12							
3250391366347	Confiture Extra de Figues	https://static.openfoodfacts.org/images/products/325/039/136/6347/front.6.400.jpg	2	d	4	1017		0.5	0.1								58.8	58.8				0.5				0.03	0.0118110236220472																																					50					12	12							
3250391366408	Confiture de Fraise		2	c	4	1013		0.5	0.1								60	45.4				0.5				0.1	0.0393700787401575																																										8	8							
3250391366439	Confiture mirabelle		2	c	4	1055		0.5	0.1								60.9	60				0.5				0.02	0.0078740157480315																																										8	8							
3250391369898	Purée de pommes	https://static.openfoodfacts.org/images/products/325/039/136/9898/front.4.400.jpg	1	a	1	240		0.5	0.1								12	11			1.5	0.3				0.00762	0.003																																										-4	-4							
3250391369928	Compote pomme mangue fruit de la passion		1	a	4	332		0.5	0.1								18.7	16.3				0.5				0.01	0.00393700787401575																																										-2	-2							
3250391369959	Compote pomme abricot		1	a	4	293		0.5	0.1								16	13.9				0.5				0.01	0.00393700787401575																																										-2	-2							
3250391370474	Dessert de fruits Pomme	https://static.openfoodfacts.org/images/products/325/039/137/0474/front.5.400.jpg	1	a	3	329		0.3	0.1								18.2	18			1.6	0.5				0.01	0.00393700787401575							0.012																																			-3	-3							
3250391374083	Dessert de fruits Pomme (x 16)	https://static.openfoodfacts.org/images/products/325/039/137/4083/front.11.400.jpg	1	a	4	291		0.3	0.1								16	16			2	0.2				0.01	0.00393700787401575							0.012																																			-4	-4							
3250391375851	Confiture de Cerises		2	d	4	1059		0.5	0.1								61.6	59.1				0.5				0.02	0.0078740157480315																																					50					12	12							
3250391375882	Confiture Extra d'Abricots	https://static.openfoodfacts.org/images/products/325/039/137/5882/front.5.400.jpg	3	d	4	1025		0.5	0.1								60.3	57.4				0.5				0.02	0.0078740157480315																																				50						12	12							
3250391375912	Confiture de Fraise		2	d	4	1063		0.5	0.1								62.8	61.3				0.5				0	0																																					50					12	12							
3250391375974	Confiture de myrtilles		2	d	4	1050		0.1	0.1								62	62				0.5				0.04	0.015748031496063																																					50					12	12							
3250391419180	Abricot demi-fruit au sirop léger		0	a		264		0.5	0.1								15	14				0.5				0.03	0.0118110236220472																																										-2	-2							
3250391427277	Poires demi-fruits au sirop léger		1	a	4	268		0.5	0.1								15	14				0.5				0.02	0.0078740157480315																																										-2	-2							
3250391427338	Cocktail de fruits au sirop léger	https://static.openfoodfacts.org/images/products/325/039/142/7338/front.3.400.jpg	3	a	4	259		0.5	0.1								15	15				0.5				0.03	0.0118110236220472																																										-2	-2							
3250391430949	Compote D'abricots		0	b		414		0.5	0.1								23.4	22.6				0.7				0.03	0.0118110236220472																																										1	1							
3250391433940	Purée de fruits Pomme	https://static.openfoodfacts.org/images/products/325/039/143/3940/front.6.400.jpg	1	a	1	233		0.3	0.1								13	12.1			1.3	0.3				0.0127	0.005																																										-4	-4							
3250391434008	Compote Pommes Allégée en Sucres		1	a	3	293		0.5	0.1								15.9	15.2			1.7	0.5				0.01	0.00393700787401575																																					96					-3	-3							
3250391434558	Avocats mûrs à point		0	a	1	134		2	0								0	0			21	12				1	0.393700787401575																																										-11	-11							
3250391435289	Pruneaux d'Agen dénoyautés	https://static.openfoodfacts.org/images/products/325/039/143/5289/front.3.400.jpg	0	a	1	992		0.5	0.1								53.6	36.3			6.9	1.8				0.01	0.00393700787401575																																										-1	-1							
3250391435302	Figues Lerida	https://static.openfoodfacts.org/images/products/325/039/143/5302/front_en.3.400.jpg	0	b	1	1243		2.9	0.7								57.6	45.5			12.3	3.4				0.4	0.15748031496063																																										2	2							
3250391435340	Abricots secs dénoyautés Bio		0	a	1	1268		0.5	0.2								66	33			7.9	2.5				0.01	0.00393700787401575																																										-1	-1							
3250391435364	Figues Sèches Bio		0	c	1	1218		1.8	0.2								59.6	54.6			0	3.7				0.490000000000001	0.192913385826772																																										8	8							
3250391435388	Tendrissim		0	a	1	920		0.6	0.6								49	30.9			5.8	1.7				0.07	0.0275590551181102																																										-3	-3							
3250391435401	Abricots moelleux		2	a	3	833		0.5	0.1								44	29.1			6.2	2.1				0.03	0.0118110236220472																																										-3	-3							
3250391435425	Figues Moelleuses	https://static.openfoodfacts.org/images/products/325/039/143/5425/front.5.400.jpg	0	b	1	1038		2.3	0.4								48.8	38.8			13	2.8				0.3	0.118110236220472																																										1	1							
3250391435449	Raisin Moelleux		0	b	3	1130		1.67	0.333								60	60			6	1.67				0	0																																										2	2							
3250391435463	Cranberries Séchées		0	c	3	1385		1.2	0.3								77.1	74.3			5.5	0.5				0	0																																										4	4							
3250391444632	Ananas en morceaux		0	a		238		0.5	0.1								13	12				0.5				0.01	0.00393700787401575																																										-3	-3							
3250391447046	Dattes Deglet Nour	https://static.openfoodfacts.org/images/products/325/039/144/7046/front.11.400.jpg	1	b	3	1248		0.3	0.1								66.4	63.4			10.8	2				0.00762	0.003																																										2	2							
3250391449286	Mélange croquant	https://static.openfoodfacts.org/images/products/325/039/144/9286/front.9.400.jpg	0	b	3	1904		25.3	2.3								43	42.6			9.5	9.5				0.02794	0.011																																										1	1							
3250391449323	Mélange exotique	https://static.openfoodfacts.org/images/products/325/039/144/9323/front.3.400.jpg	2	d	4	1674		11	10.1								71.4	54.1			5.6	1.5				0.73	0.28740157480315																																										17	17							
3250391456093	Mangue coupée en morceaux		0	a	1	261		0.3	0.1								13.4	13.4				0.4				0.01	0.00393700787401575																																										-3	-3							
3250391458851	Pocket 5 Fruits	https://static.openfoodfacts.org/images/products/325/039/145/8851/front.20.400.jpg	1	a	3	265		0.3	0.1								14.3	13.1			1.4	0.2				1e-05	3.93700787401575e-06																																										-4	-4							
3250391460557	Compote, pomme framboise myrtille		1	a	1	389		0.3	0.1								22	18.5			1.5	0.4				0.01	0.00393700787401575							0.012																														89.3					-1	-1							
3250391478590	Compote Pommes Pêches		1	a	1	297		0.3	0.1								15.5	14			0.4	0				0.01	0.00393700787401575																																										-2	-2							
3250391478620	Purée de Pommes Bananes		1	a	1	285		0.4	0.1								15.7	14.8			0.5	0.5				0.1	0.0393700787401575																																										-2	-2							
3250391478651	Pomme Fraise allégée en sucres	https://static.openfoodfacts.org/images/products/325/039/147/8651/front.7.400.jpg	1	a	3	280		0.5	0.1								16	15.4				0.5				0.01	0.00393700787401575																																										-2	-2							
3250391478712	Compote Pomme-pruneau 400gr		0	b		1318			0.1									14.2			0	0.5				0.00499999999999999	0.00196850393700787																																										1	1							
3250391488339	Pruneaux d'agen		0	a	1	992		0.5	0.1								53.6	36.3			6.9	1.8				0.01	0.00393700787401575																																										-1	-1							
3250391558827	Confiture allegée		1	c	3	695		0.5	0.1								40	38.7				0.5				0.03	0.0118110236220472																																					50					9	9							
3250391558858	Confiture allégée Abricot (+15% gratis)	https://static.openfoodfacts.org/images/products/325/039/155/8858/front.7.400.jpg	3	c	4	696		0.5	0.1								40	40				0.5				0.03	0.0118110236220472																																				50						9	9							
3250391559664	Coulis De Framboise		0	b		615		0.07	0.06								31.7	30.6				0.6				0.07	0.0275590551181102																																										2	2							
3250391576180	Macédoine de Fruits au Sirop  Léger		3	a	4	259		0.5	0.1								15	14			0	0.5				0.02	0.0078740157480315																																										-2	-2							
3250391604104	Préparation de Mandarine-Orange-pamplemousse	https://static.openfoodfacts.org/images/products/325/039/160/4104/front.6.400.jpg	2		4																																																										45														
3250391608928	L'inégalable Fraise & Framboise		2	d	4	866		0.5	0.2								49.3	45.3				0.5				0.02	0.0078740157480315																																					50					11	11							
3250391696055	Compote Pommes Poires sans Sucres Ajoutés		1	a	1	247		0.5	0.2								12	10			2.3	0.4				0	0																																					100					-5	-5							
3250391698875	Compote poires avec morceaux		0	b		423		0.5	0.1								23.9	22.5				0.5				0	0																																										0	0							
3250391755035	Purée de fruits sans sucres ajoutés Pomme Poire	https://static.openfoodfacts.org/images/products/325/039/175/5035/front.3.400.jpg	0																																																																										
3250391764396	Préparation de Poires Williams du Lot et Garonne	https://static.openfoodfacts.org/images/products/325/039/176/4396/front.10.400.jpg	2	c	4	882		0.5	0.3								50	50				0.5				0.02	0.0078740157480315																																					65					10	10							
3250391765003	Mirabelles de lorraine		3	c	4	891		0.5	0.1								51.6	51.6				0.5				0.02	0.0078740157480315																																					65					10	10							
3250391776030	Purée de pomme Bio Paquito	https://static.openfoodfacts.org/images/products/325/039/177/6030/front.5.400.jpg	1	a	1	954		0.5	0.5								12.1	11			1.7	0.3				0	0																																										-2	-2							
3250391776047	Purée de pomme, pêche, mangue Bio	https://static.openfoodfacts.org/images/products/325/039/177/6047/front.7.400.jpg	1	a	1	212		0.5	0.5								10.9	10.1			2	0.5				0.0254	0.01																																										-5	-5							
3250391824489	Orange dessert bio	https://static.openfoodfacts.org/images/products/325/039/182/4489/front.3.400.jpg	0		1																																																																								
3250391883332	Pomme	https://static.openfoodfacts.org/images/products/325/039/188/3332/front.8.400.jpg	1	a	1	263		0.5	0.1								14.7	14				0.5				0.01	0.00393700787401575																																										-2	-2							
3250391891832	Mélange Tropical	https://static.openfoodfacts.org/images/products/325/039/189/1832/front.3.400.jpg	3	d	4	1841		19.8	14.1								56.9	44.8			5.9	4.9				0.15	0.0590551181102362																																										11	11							
3250391898923	Confiture bio myrtille sucre de canne		0	d		1046		0.5	0.3								60.2	58.8				0.5				0.01	0.00393700787401575																																					55					12	12							
3250391938919	Purée de Pomme, Fraise, Myrtille	https://static.openfoodfacts.org/images/products/325/039/193/8919/front.5.400.jpg	1	a	1	221		0.5	0.1								12	9.9				0.5				0.001	0.000393700787401575																																										-3	-3							
3250391963638	L’Essentiel Ananas-Passion-Pomme		0	b	4	406		2.7	2.1								15	14.9				3.1				0.1	0.0393700787401575																																										0	0							
3250391979882	Compote Pomme Châtaigne		1	b	4	477		0.3	0.1								27.1	25.7			1.6	0.5				0	0							0.012																														80.3					0	0							
3250391988679	Pruneaux d'Agen Géants		0	a	1	996		0.5	0.1								54	37			7.2	1.8				0.00899999999999999	0.00354330708661417																																										-1	-1							
3250391988815	Pomme Pruneau sans sucres ajoutés	https://static.openfoodfacts.org/images/products/325/039/198/8815/front.9.400.jpg	1	a	1	302		0.5	0.1								16	15				0.5				0.02	0.0078740157480315																																										-2	-2							
3250391988853	Paquito Compote de pomme fraise BIO allégée en sucres les 4 gourdes de 90 g		1	a	3	280		0.5	0.1								16	16				0.5				0.01	0.00393700787401575																																										-2	-2							
3250391993208	Oranges à dessert		0																																																																										
3250391993215	Orange à jus	https://static.openfoodfacts.org/images/products/325/039/199/3215/front.3.400.jpg	0	a	1	268		0.4	0.21								29	26				43				0	0																																										-5	-5							
3250391993277	Citrons Non Traités après Récolte	https://static.openfoodfacts.org/images/products/325/039/199/3277/front.3.400.jpg	0	a	1	4		1	1								1	1				1				0	0																																										-5	-5							
3250391993338	Clémentines de Corse	https://static.openfoodfacts.org/images/products/325/039/199/3338/front.3.400.jpg	0		1																																																																								
3250391996063	L'Essentiel Pomme-Poire sans sucres ajoutés		0	a	1	234		0.5	0.1								10.9	9.2			2.8	0.5				0.01	0.00393700787401575																																										-5	-5							
3250392032241	Kiwis de l'Adour		0	a		255		0.5	0								15	9			3	1.1				0	0																																				100						-7	-7							
3250392033439	Compote pomme coing		1	a	1	192		0.5	0.1								9.7	9.7			2.3	0.5				0.01	0.00393700787401575																																										-5	-5							
3250392033460	Compote pomme banane		0	a		276		0.5	0.1								14	13				0.7				0.01	0.00393700787401575																																										-3	-3							
3250392033491	Pommette Compote multifruits les 4 pots de 100 g		1	a	1	218		0.5	0.1								11	10			2.2	0.5				0.01	0.00393700787401575																																										-5	-5							
3250392046644	Spécialité de poire avec morceaux		3	a	3	276		0.5	0.1								15	15			3	0.5				0.01	0.00393700787401575							0.012																																			-5	-5							
3250392046675	Pêche avec morceaux les 4 pots de 100 g		3	a	3	314		0.5	0.1								17	17			2.2	0.6				0.01	0.00393700787401575							0.012																														88.8					-4	-4							
3250392054656	Compote gourde pomme fraise		1	a	3	272		0.5	0.1								15.3	14				0.5				0.01	0.00393700787401575																																										-2	-2							
3250392054687	Panaché de Compotes Sans Sucres Ajoutés		1	a	1	238		0.5	0.1								13.4	12.3				0.5				0.01	0.00393700787401575																																				99						-3	-3							
3250392055011	Mélanges de Fruits du Verger		3	b	4	272		0.5	0.1								15.5	15			0	0.5				0.01	0.00393700787401575																																					57					2	2							
3250392065072	Mon Marché Plaisir Cerises		0																																																																										
3250392076153	fraises surgelées		0	a	1	138		0.5	0.1								6.6	6			0	0.8				0.01	0.00393700787401575																																										-4	-4							
3250392082772	Pomme Châtaigne		2	b	4	414		0.5	0.5								23.1	22.6			1.3	0.5				0	0																																					87.9					0	0							
3250392090319	La Délicieuse Framboise & Litchi	https://static.openfoodfacts.org/images/products/325/039/209/0319/front.6.400.jpg	1	c	3	757		0.5	0.1								45	45				0.7				0.05	0.0196850393700787																																					62					9	9							
3250392100124	Confiture coing de provence		0	c	1	950		0.5	0.1								55	55				0.5				0.05	0.0196850393700787																																										7	7							
3250392104399	Muscat du Ventoux	https://static.openfoodfacts.org/images/products/325/039/210/4399/front.5.400.jpg	0		1																																																																								
3250392129118	Raisin blanc sans pépin		0		1																																																																								
3250392141578	AOP Pomme du Limousin		0		1																																																																								
3250392163617	Mandarines à Dessert		2	a	1	188		0	0								10	0			0	0.7				0	0																																										-5	-5							
3250392222499	L'Exceptionnel Coulis de Fruits Rouges	https://static.openfoodfacts.org/images/products/325/039/222/2499/front.3.400.jpg	0	c	3	586		0.5	0.1								34	33.8				0.01				0	0																																				75						6	6							
3250392222529	Les Créations Le Fantastique Coulis de framboises la bouteille de 165 g		1	c	3	519		0.5	0.1								29.9	27.5				0.7				0	0																																					75					5	5							
3250392222550	Les Créations Le Sublime coulis d'abricots 75% de fruits		1	c	3	506		0.5	0.1								29.1	26.3				0.7				0	0																																					75					4	4							
3250392250775	Confiture Mirabelles		0	d	3	1042		0.5	0.1								60.9	60				0.5				0.02	0.0078740157480315																																					50					12	12							
3250392287795	Confiture d'abricots	https://static.openfoodfacts.org/images/products/325/039/228/7795/front.3.400.jpg	2	d	3	1025		0.4	0.05								60.3	57.4				0.4				0.02	0.0078740157480315																																					50					12	12							
3250392299330	Confiture Fraise (offre spéciale)	https://static.openfoodfacts.org/images/products/325/039/229/9330/front.6.400.jpg	2	d	4	1017		0.5	0.1								60	52.2				0.5				0.1	0.0393700787401575																																				45						12	12							
3250392355333	Compote de pomme	https://static.openfoodfacts.org/images/products/325/039/235/5333/front_en.3.400.jpg	1	a	3	259		0.5	0.1								14	11			0	0.5				0.1	0.0393700787401575																																										-3	-3							
3250392375386	Confiture de framboise		1	d	3	1042		0.5	0.1								61.7	53.6				0.5				0.1	0.0393700787401575																																					50					12	12							
3250392392512	Assortiment de compotes les 12 gourdes de 90 g		1	a	3	192		0.5	0.1								15.3	13.5				0.5				0.01	0.00393700787401575																																										-3	-3							
3250392404468	Assortiment de compotes sans sucres ajoutés		1	a	4	234		0.6	0.2								11	10				0.5				0.01	0.00393700787401575																																										-3	-3							
3250392407896	Adélie Coulis de framboises les 4 sachets de 50 g		0	b		418		0.5	0.1								22.9	21.1				1.1				0.01	0.00393700787401575																																										0	0							
