code	name	image	n_additives	nutriscore	nova	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	omega-6-fat_100g	omega-9-fat_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g
0000000005241	Bagel		0	b		824		5	1.1								28.7	3				8.4				0.467	0.183858267716535																																										0	0							
0000000005470	BAguette bressan		3	a	4	669		2.2	0.5								25.2	0.6			1.6	9.5				0.358	0.140944881889764																																										-4	-4							
0000001071894	Flute	https://static.openfoodfacts.org/images/products/000/000/107/1894/front_en.7.400.jpg	0		1																																																																								
0000020043131	Sliced Plain Bagel		0	c	3	1527		1.18	0						0	0	71.76	4.71			2.4	12.94				1.19634	0.471		0					0														0.071		0.00424																			3	3							
0000027249635	Plain bagels		0	b		1151		1.5	0.2								55	5.1				9.4				0.61	0.240157480314961																																										1	1							
0000628006569	L'Envoûtante (Pain)		2	c	4	1188		2.1	0.38								54.4	3.1				10.1				1.3	0.511811023622047																																										3	3							
00028264	Gluten Free Melba Toasts With Apricots & Cashew Nuts		4	d	4	1657		11.1	1.3								63.7	15.1			4.2	8.3				1.71	0.673228346456693																																										11	11							
00031059	Ultimate English Muffins		0	c		1234			5.5									3			3.2	8.5				0.899999999999999	0.354330708661417																																										8	8							
00062114	Baguette		0																																																																										
0011110001207	White enriched bread	https://static.openfoodfacts.org/images/products/001/111/000/1207/front_en.5.400.jpg	6	b	4	1050		1.79	0	0	0				0	0	50	7.14			3.57	7.14				1.22	0.482		0					0	0.000429	0.000243	0.00286		8.57e-05									0.143		0.00257																			2	2							
0011110001986	Light Rye	https://static.openfoodfacts.org/images/products/001/111/000/1986/front_en.5.400.jpg	6	c	4	1120		2.22	1.11	0	0				0	0	51.1	2.22			2.22	8.89				1.47	0.578																																										3	3							
0011110002013	honey wheat bread	https://static.openfoodfacts.org/images/products/001/111/000/2013/front_en.7.400.jpg	0																																																																										
0011110002297	Hamburger Buns		2	b	4	1167		2.33	0	0	0				0	0	51.16	6.98			2.3	9.3				1.1811	0.465		0					0	0.349	0.237209	0.002791											0.093		0.00335																			2	2							
0011110008244	Jumbo Hamburger Enriched Buns		0	b	4	1243		5.41	0.68	1.35	3.38				0	0	58.11	10.81			1.4	8.11				0.65278	0.257		0					0	0.608	0.183784	0.004054											0.203		0.00365																			1	1							
0011110020109	Hamburger enriched buns	https://static.openfoodfacts.org/images/products/001/111/002/0109/front_en.4.400.jpg	5	b	4	1170		2.33	0	0	0				0	0	51.2	6.98			2.33	9.3				1.18	0.465		0					0	0.000349	0.000237	0.00279		9.3e-05									0.093		0.00335																			2	2							
0011110020802	Original Hamburger Buns		1	c	4	1343		3.85	0.64	1.28	2.56				0	0	61.54	8.97			1.3	10.26				1.43256	0.564		0					0	0.577	0.326923	0.003846			0.000103								0.128		0.00346																			10	10							
0011110026460	White Hamburger Enriched Buns		6	a	4	778		1.16	0	0	0				0	0	44.19	4.65			9.3	9.3				1.23952	0.488		0					0	0.007	0.007907	0.00093		4.3e-05									0.698		0.00167																			-2	-2							
0011110027948	Bakery 🍞		0	a		109		2.6	0.01								55	7.8				7.8				0.47	0.18503937007874																																										-1	-1							
0011110879653	Blueberry Bagels		1		4	1159		2.13	1.06	0	1.06				0	0	54.26	9.57			2.1					1.10744	0.436		0					0	0.479	0.271277	0.004255											0.106		0.00287																											
0011110879684	Pre Sliced Whole Wheat Bagels		2	a	3	979		2.13	0	0	1.06				0	0	48.94	6.38			8.5	12.77				1.13538	0.447		0					0	0.319	0.180851	0.004255											0.16		0.00287																			-3	-3							
0011110879714	Pre-Sliced Mini Bagels, Plain		2	b	3	1071		1.16	0	0	0				0	0	55.81	6.98			2.3	9.3				1.30048	0.512		0					0	0.523	0.316279	0.003721											0.093		0.00335																			2	2							
0011110879721	Pre-Sliced Mini Swirl Raisin Bagels, Cinnamon		1	b	3	1167		2.33	0	0	0				0	0	55.81	11.63			2.3	9.3				1.06426	0.419		0					0	0.349	0.237209	0.003721											0.093		0.00251																			2	2							
0011110881595	Bagels, Plain		1	c	3	1084		1.23	0	0	0.62				0	0	53.09	4.94			1.2	8.64				1.31826	0.519		0					0	0.463	0.314815	0.003704											0.123		0.00333																			3	3							
0011150040761	Cinnamon Raisin Bagels		2	b	4	1238		1.23	0						0	0	60.49	8.64			2.5	8.64				1.09728	0.432		0					0														0.123		0.00333																			1	1							
0011150040785	5 Presliced Plain Bagels		2	b	4	1188		1.23	0						0	0	56.79	2.47			2.5	9.88				1.12776	0.444		0					0														0.123		0.00333																			0	0							
0011150981248	Wheat Hamburger Buns		5	b	4	1167		4.65	0	0	2.33				0	0	51.16	6.98			2.3	9.3				1.3589	0.535		0					0	0.003	0.002372	0.002791		4.3e-05									0.186		0.00335																			2	2							
0011150981262	Hamburger Buns		1	b	3	1092		3.26	0	0	0				0	0	47.83	4.35			2.2	6.52				1.04902	0.413		0					0	0.489	0.295652	0.004348											0.13		0.00313																			1	1							
0011150981286	Wheat Hamburger Sliced Buns		0	b	3	1071		2.33	0	0	0				0	0	48.84	4.65			2.3	9.3				1.0033	0.395		0					0	0.523	0.316279	0.004651											0.14		0.00335																			1	1							
0011150981514	Hamburger Sliced Buns		0	b	3	1071		3.49	0	0	1.16				0	0	51.16	4.65			2.3	6.98				1.06426	0.419		0					0	0.523	0.316279	0.004651											0.14		0.00335																			2	2							
0011150981538	Sliced Bagels		1	b	3	1033		1.18	0	0	0				0	0	51.76	4.71			2.4	10.59				0.80772	0.318		0					0	0.529	0.3	0.003529											0.176		0.00318																			0	0							
0011150981545	Sliced Bagels, Cinnamon Raisin		1	b	3	1331		1.18	0	0	0				0	0	63.53	5.88			2.4	10.59				1.1049	0.435		0					0	0.529	0.3	0.003529											0.176		0.00424																			1	1							
0011150981552	Sliced Bagels, Blue Berry		0	b	4	1331		1.76	0	0	0				0	0	64.71	12.94			2.4	10.59				1.1049	0.435		0					0	0.529	0.4	0.004706											0.176		0.00318																			2	2							
0011150981569	Every Thing Sliced Bagels		1	b	3	1230		1.18	0	0	0				0	0	58.82	2.35			2.4	10.59				1.1049	0.435		0					0	0.529	0.3	0.003529											0.118		0.00318																			0	0							
0011150992121	Sliced Hamburger Buns		6	c	4	1180		2.56	0	0	0				0	0	51.28	5.13			2.6	7.69				1.17348	0.462		0					0	0.004	0.002615	0.003077		3.9e-05									0.103		0.00277																			3	3							
0011150992619	Presliced Plain Bagels		2	b	3	1146		1.58	0	0	1.05				0	0	55.79	6.32			2.1	9.47				1.2573	0.495		0					0	0.005	0.002684	0.004211		9.5e-05									0.158		0.00284																			2	2							
0011150992626	Presliced Cinnamon Raisin Swirl Bagels		4	b	4	1188		1.58	0.53	0	1.05				0	0	57.89	12.63			3.2	9.47				1.22936	0.484		0					0	0.005	0.003579	0.004211		9.5e-05									0.158		0.00284																			2	2							
0011150992640	Presliced Everything Bagels		1	b	3	1059		2.11	0	0.53	1.05				0	0	52.63	6.32			4.2	9.47				1.20396	0.474		0					0	0.005	0.002684	0.004211		9.5e-05							0.179		0.105		0.00284																			0	0							
0011213019703	Jumbo Bagels		0	a	3	1100		1.52	0						0	0	54.55	5.05			3	9.09				0.87122	0.343		0					0	0.455	0.343434	0.00404											0.152		0.00273																			-1	-1							
0011225033674	8 Hamburger Buns	https://static.openfoodfacts.org/images/products/001/122/503/3674/front_en.6.400.jpg	4	b	4	1170		3.49	0						0	0	53.5	4.65			2.33	9.3				1.36	0.535		0					0	0.000523	0.000316	0.00372		9.3e-05									0.093		0.00251																			2	2							
00127135	Gluten Free Bagel Chips		5	d	4	1536		15	0						0	0	60	20			0	3.33				1.016	0.4		0					0														0		0.0012																			12	12							
0013764027138	organic Bread	https://static.openfoodfacts.org/images/products/001/376/402/7138/front_en.12.400.jpg	0	a	3	920	21	4	0						0	0	45	12			3	12				0.5	0.196850393700787		0			0	0	0	0.000105	3.4e-05	0.0008	6e-05	8e-06				0.0001			0.06		0.01	0.06	0.00072	0.02	0.00045	8e-05	0.0005		9.1e-06													-2	-2							
0014100070337	Farmhouse Oatmeal	https://static.openfoodfacts.org/images/products/001/410/007/0337/front_en.5.400.jpg	5	a	4	279		4.65	0	0	2.33				0	0	51.2	6.98			2.33	9.3				1.18	0.465		0					0	0.000279	0.000237	0.00372		7.44e-05									0.093		0.00251																			-1	-1							
0014100071143	Pain		0	d		544		2.5	0.5								23	3				4				20	7.8740157480315																																										11	11							
0014100074670	Farmhouse Sourdough	https://static.openfoodfacts.org/images/products/001/410/007/4670/front_en.5.400.jpg	6	b	4	1170		3.49	0	0	1.16				0	0	51.2	4.65			2.33	9.3				1.3	0.512		0					0	18.6	0.000316	0.00372		5.58e-05									0.0465		0.00251																			2	2							
0014100074830	Cinnamon raisin baggel	https://static.openfoodfacts.org/images/products/001/410/007/4830/front_en.3.400.jpg	0	b		1130		1	0								57	14				9				0.29	0.114173228346457																																										2	2							
0014100077152	Bagels Everything		0	b		1088		1.5	0.5								9	9				9				0.34	0.133858267716535																																										0	0							
0015984510407	Plain Bagels		0	b	4	1100		1.58	0	0	1.05				0	0	54.74	4.21			2.1	9.47				1.22936	0.484		0					0	1.895	0.894737	0.005263									0.079		0.084		0.00284																			1	1							
0015984510414	Cinnamon Raisin Swirl Bagels		1	b	4	1188		2.11	0	0	1.05				0	0	58.95	10.53			2.1	8.42				1.09728	0.432		0					0	1.105	0.536842	0.004211									0.121		0.084		0.00284	0.105																		2	2							
0015984510421	100% Whole Wheat Bagels		1	a	4	971		1.58	0	0	1.05				0	0	47.37	5.26			7.4	11.58				1.15062	0.453		0					0	1.579	0.715789	0.005263									0.263		0.084		0.00284																			-2	-2							
00174930	4 Oatmeal Deli Rolls		2	b	4	1130		3.7	0.8								46.3	2			3.7	2.8				0.75	0.295275590551181																																										2	2							
0018894463313	Bagel		1	b	3	1280		5.88	1.18						0	0	52.94	11.76			3.5	11.76				0.65786	0.259		3.54e-05					0.0042														0.047		0.00042																			0	0							
0018894463320	Bagels, Cranberry		1	b	3	1134		1.18	0						0	0	55.29	10.59			1.2	9.41				0.89662	0.353		0					0.0071														0.176		0.00318																			2	2							
0018894463337	Pretzel Bagels		1	b	3	1059		1.05	0						0	0	52.63	3.16			1	9.47				1.33604	0.526		0					0.0158														0.158		0.00284																			2	2							
00192927	Plain bagels		1	a	1	1096		1.6	0.2								49.3	5.9			3.4	10.9				0.85	0.334645669291339																																										-1	-1							
0020007181588	Baguette tradition française		0			1109		8.8	0								0	0				0																																																							
0021130119356	Bagels, Onion		0	b	3	1033		1.18	0						0	0	52.94	4.71			2.4	8.24				1.07696	0.424		0					0.0014	0.529	0.4	0.003529											0		0.00318																			1	1							
0021130119387	Jumbo Hamburger Buns		0	c	3	1088		3	0	0	1				0	0	48	6			2	8				1.3208	0.52		0					0	0.6	0.34	0.004											0.2		0.00288																			3	3							
0021130119394	Jumbo Hamburger Buns		0	c	3	1088		3	0	0	1				0	0	48	6			2	8				1.3208	0.52		0					0	0.6	0.34	0.004											0.2		0.00288																			3	3							
0021130120178	Enriched Sesame Hamburger Buns		0	b	4	1180		5.13	0	1.28	2.56				0	0	51.28	5.13			2.6	10.26				1.10744	0.436		0					0	0.385	0.261538	0.003077											0.103		0.00369																			1	1							
0021130120536	100% Whole Wheat Bagels		4	a	4	1033		1.76	1.18	0	1.18				0	0	49.41	5.88			5.9	11.76				1.13538	0.447		0					0												0.018		0.071		0.00042																			-1	-1							
0021130120604	Pumpkin Bagels		1	b	4	1134		1.18	0						0	0	56.47	10.59			3.5	9.41				0.83566	0.329		3.54e-05					0.0176												0.147		0.176		0.00424																			0	0							
0021130184330	Enriched Hamburger Buns		1	c	4	1180		2.56	0	0	0				0	0	51.28	5.13			2.6	7.69				1.17348	0.462		0					0	0.385	0.261538	0.003077											0.103		0.00277																			3	3							
0021130185214	Hamburger Buns		0	c	4	1184		1.89	0	0	0.94				0	0	54.72	5.66			1.9	9.43				1.24714	0.491		0					0	0.425	0.256604	0.003019											0.151		0.00272																			3	3							
0021285003340	Hamburger Buns		0	b	3	1100		4.39	0.88						0.88	0	47.37	7.02			1.8	7.02				0.55626	0.219		0					0.0021														0.105		0.00316																			1	1							
0023698100159	Zeppy's, 6 Bagels, French Roast		1	b	3	1188		1.58	0.53						0	0	57.89	10.53			2.1	9.47				1.09728	0.432		0					0.0158														0.158		0.00284																			2	2							
0024126010224	Bunny, Hamburger Buns		6	c	4	1071		3.49	0	0	1.16				0	0	48.84	4.65			2.3	6.98				1.30048	0.512		0					0	0.005	0.003953	0.004651		4.3e-05									0.093		0.00251																			3	3							
0024126016875	Jumbo Hamburger Buns		0	c	3	1100		3.29	0	0.66	1.32				0	0	48.68	5.26			1.3	9.21				1.36906	0.539		0					0	0.592	0.335526	0.005263											0.079		0.00237																			3	3							
0024126017063	Holsum Hamburger Buns		0	c	3	1100		3.29	0	0.66	1.32				0	0	48.68	5.26			1.3	9.21				1.36906	0.539		0					0	0.592	0.335526	0.005263											0.079		0.00237																			3	3							
0024126017094	Hamburger Buns		1	b	3	887		2.94	0						0	0.012	42.35	4.71			3.5	2.35				0.80772	0.318		0					0														0		0.00042																			2	2							
00263290	Pain Soft White Farmhouse	https://static.openfoodfacts.org/images/products/00263290/front.7.400.jpg	2	a	4	1080		4	1.3								44	3.4			3.5	9.2				0.75	0.295275590551181																																										-1	-1							
0029145009778	miche campagnarde		0		3	2											52				2	8				0.52	0.205																																																		
0029145082542	miche 100% blé entier		0	a	3	1070		0.909	0							0	50.9	0			5.45	9.09				0.455	0.179	0	0					0																0.00491																			-6	-6							
0030100506560	Town House Flatbread Sea Salt & Olive Oil 	https://static.openfoodfacts.org/images/products/003/010/050/6560/front_en.3.400.jpg	0																																																																										
0031493060448	Hamburger Buns		0	a	3	900		2.31	0	0.77	0				0	0	43.08	4.62			7.7	9.23				0.93726	0.369		0					0														0.031		0.00222																			-3	-3							
0031493082006	Organic Plain Bagels		3	a	4	883		2.63	0	0.88	1.75				0	0	52.63	5.26			5.3	10.53				1.20396	0.474		0					0														0		0.00126																			-2	-2							
0031493082082	Plain Bagels		0	b	3	1084		2.35	0	1.18	1.18				0	0	51.76	4.71			4.7	10.59				1.16586	0.459		0					0														0		0.00169																			0	0							
0031493082143	Rudis Organic Bakery, Multigrain Bagels		0	a	1	1134		4.12	0	1.76	2.35				0	0	50.59	5.88			5.9	10.59				1.016	0.4		0					0														0.047		0.00212																			-2	-2							
0031493082167	Bagels		0	a	3	1134		4.71	0.59	1.76	2.35				0	0	50.59	4.71			5.9	11.76				1.1049	0.435		0					0														0.047		0.00212																			-2	-2							
0031493776363	White Hamburger Buns		0	c	3	1096		5.38	0	3.85	0.77				0	0	47.69	7.69			1.5	6.15				1.13284	0.446		0					0														0		0.00222																			4	4							
0031493776370	Wheat Hamburger Buns		0	b	3	1029		5.38	0	3.08	0.77				0	0	44.62	6.15			4.6	7.69				0.93726	0.369		0					0														0.031		0.00222																			0	0							
0031493811347	Organic Whole Spelt Tortillas	https://static.openfoodfacts.org/images/products/003/149/381/1347/front.3.400.jpg	4	b	4	1100		6.14	2.63	1.75	0.88				0	0	45.61	3.51			3.5	7.02				1.11506	0.439		0					0														0.07		0.00189																			2	2							
0031903033642	Bashas', Hamburger Buns		11	c	4	1167		2.33	0	0	1.16				0	0	58.14	9.3			2.3	9.3				1.47574	0.581		0					0	0.005	0.003163	0.003721		4.3e-05									0.186		0.00335																			9	9							
0033974905002	Whole Grain Bagels, 100% Whole Wheat		0	a	3	1134		3.53	0	1.18	1.76				0	0	47.06	8.24			9.4	11.76				0.77724	0.306		0					0														0.047		0.00212																			-3	-3							
0034791281102	Enriched Hamburger Rolls		0	b	3	983		2.94	0						0	0	43.14	3.92			2	5.88				0.99568	0.392		0					0.0047														0.118		0.00212																			1	1							
0035826089311	Hamburger Buns		1	c	4	1393		3.03	0	0	0				0	0	60.61	6.06			3	9.09				1.3843	0.545		0					0	0.455	0.309091	0.003636											0.121		0.00327																			8	8							
0035826096586	Everything Bagels		0	c	3	1222		4.42	0						0	0	54.87	5.31			2.6	9.73				1.64084	0.646		0					0.0011														0.088		0.00398																			9	9							
0035826104069	Enriched Seeded Hamburger Buns		0	b	4	1184		4.35	0	0	2.17				0	0	50	6.52			2.2	8.7				1.16078	0.457		0					0	0.489	0.295652	0.003478											0.087		0.00313																			2	2							
0036800145061	Enriched Hamburger Buns		1	c	4	1180		3.85	0						0	0	51.28	7.69			2.6	7.69				1.36652	0.538		0					0	0.385	0.261538	0.003077											0.103		0.00277																			3	3							
0036846912917	Hamburger Buns		2	a	4	920		3	0	0	1				0	0	42	6			6	12				1.0668	0.42		0					0	0.24	0.136	0.0032			1.6e-05						0.24		0.16		0.00216																			-3	-3							
0039217118123	Bagels		2	a	3	1033		1.76	0						0	0	49.41	4.71			9.4	10.59				1.19634	0.471		0					0														0.094		0.00212																			-1	-1							
0039217118147	Bubba's, Sliced Bagels		0	b	3	1084		1.76	0						0	0	52.94	2.35			3.5	8.24				1.19634	0.471		0					0														0		0.00318																			0	0							
0039217118178	Bubba's, Sliced Bagels		0	a	3	1180		2.94	0						0	0	57.65	2.35			4.7	9.41				1.19634	0.471		0					0														0		0.00254																			-1	-1							
00401470	5 Sesame Seed Bagels		0	a		1142		3.6	0.5								46.8	5.3			3.8	11.4				0.8	0.31496062992126																																										-2	-2							
0041130286629	Hamburger Enriched Buns		0	c	4	1180		2.56	0	0	1.28				0	0	58.97	7.69			2.6	10.26				1.4986	0.59		0					0	0.385	0.348718	0.004103											0.205		0.00277																			3	3							
0041144798903	Acme, Bagel Pretzel		2	c	3	1163		0.46	0							0	51.85	5.56			1.8	8.33				1.24714	0.491		0					0.0022														0.037		0.00333																			3	3							
0041144811923	8 Count Hamburger Buns		1	c	4	1255		5.83	0.83						0	0.017	53.33	6.67			1.7	10				1.22682	0.483		0					0														0.033		0.003																			3	3							
0041144825654	Albertsons, Plain New York Bagels		0	b	4	1029		0.88	0						0	0	50.88	1.75			1.8	8.77				1.06934	0.421		0					0.0105														0		0.00316																			1	1							
0041163498143	Enriched Hamburger Sliced Buns		0	c	4	1238		2.82	0.7	0	1.41				0	0	57.75	8.45			1.4	8.45				1.46558	0.577		0					0	0.528	0.359155	0.004225											0.211		0.00254																			4	4							
0041163986756	Enriched Hamburger Buns, Sliced		8	b	4	1071		3.85	0	0	1.28				0	0	51.28	5.13			2.6	10.26				1.23698	0.487		0					0	0.008	0.006538	0.005128			0.000103								0.103		0.00369																			2	2							
0041172810097	Farm Bread, Plain Bagels		0	b	3	1084		1.76	0						0	0	52.94	2.35			3.5	8.24				1.19634	0.471		0																			0		0.00318																			0	0							
0041172810110	Wheat Bagels		2	a	4	1033		1.76	0						0	0	49.41	4.71			9.4	10.59				1.13538	0.447		0																			0		0.00212																			-2	-2							
0041172810127	Everthing Bagel		0	a	3	1180		2.94	0						0	0	57.65	2.35			4.7	9.41				1.19634	0.471		0																			0		0.00254																			-1	-1							
0041172810134	Cinnamon Raisin Bagels		0	a	3	1134		1.76	0						0	0	56.47	8.24			4.7	8.24				1.13538	0.447		0																			0		0.00318																			-1	-1							
0041190576159	Bagel Slims, Everything		4	a	4	1000		2.17	0						0	0	50	6.52			10.9	10.87				0.99314	0.391		0					0.0078														0.174		0.00313																			-3	-3							
0041190576166	Everything Bagels Sliced Hearth Baked		5	b	4	1188		3.16	0.53	1.05	1.58				0	0	55.79	5.26			2.1	9.47				1.09728	0.432		0					0	0.019	0.008947	0.005263		9.5e-05							0.111		0.105		0.00379																			1	1							
0041250001096	Pretzel Hamburger Buns		1	c	3	1000		4.42	0.88						0	0.004	47.79	6.19			1.8	1.77				1.61798	0.637		0					0														0.018		0.00239																			8	8							
0041250028161	Everything Bagels		1	b	3	1230		1.18	0						0	0	58.82	2.35			2.4	10.59				1.1049	0.435		0					0	0.005	0.003	0.003529		8.5e-05									0.118		0.00318																			0	0							
0041250100409	White Hamburger Enriched Buns		2	b	4	1184		3.26	0	0	1.09				0	0	52.17	6.52			2.2	8.7				1.1049	0.435		0					0	0.005	0.002957	0.004348		4.6e-05									0.13		0.00391																			1	1							
0041250100416	White Hamburger Buns		3	b	4	1142		3.41	0	0	1.14				0	0	50	6.82			2.3	6.82				1.09728	0.432		0					0	0.005	0.003091	0.004545		4.4e-05									0.136		0.00327																			2	2							
0041250165439	Whole Wheat Mini Bagels		0	a	3	1176		1.75	0						0	0	56.14	7.02			7	10.53				1.29286	0.509		0					0														0.07		0.00316																			-1	-1							
0041250645221	Plain Bagels		1	b	3	1033		1.18	0						0	0	51.76	4.71			2.4	10.59				0.80772	0.318		0					0	0.005	0.003	0.003529		8.5e-05									0.176		0.00318																			0	0							
0041250678557	Hamburger Buns		3	b	4	1046		3.41	0	0	0				0	0	50	4.55			2.3	9.09				1.03886	0.409		0					0	0.005	0.003091	0.004545		4.4e-05									0.136		0.00409																			1	1							
0041268119851	Bagels, Onion		0	c	4	1100		0.88	0						0	0	57.89	5.26			1.8	8.77				1.38176	0.544		0					0														0		0.00316																			4	4							
0041268119868	Bagels		0	c	4	1100		0.88	0						0	0	56.14	5.26			1.8	8.77				1.42494	0.561		0					0														0		0.00316																			4	4							
0041268122424	Bagels		0	d	4	1176		0.88	0						0	0	59.65	12.28			1.8	8.77				1.60528	0.632		0					0														0		0.00316																			11	11							
0041318311785	Hamburger Buns		0	b	3	1255		9	1						0	0.02	48	6			2	8				1.1176	0.44		0					0														0.04		0.00288																			2	2							
0041318311808	Hamburger Buns		0	b	3	1339		10	1						0	0.02	46	4			2	8				1.0668	0.42		0					0														0.08		0.00288																			1	1							
0041318311815	Onion Hamburger Buns		0	b	3	1255		8	1						0	0.02	48	4			2	8				1.0668	0.42		0					0														0.04		0.00288																			1	1							
0043832265629	Sprouted Seven-Grain Hamburger Buns		0	a	3	954		4.39	0						0	0	38.6	5.26			5.3	10.53				1.24714	0.491		0					0														0.035		0.00189																			-2	-2							
0045449123415	Enriched Frankfurter Rolls	https://static.openfoodfacts.org/images/products/004/544/912/3415/front_en.4.400.jpg	4	c	4	1100		4.76	0								50	4.76				9.52				1.39	0.548																																										5	5							
0048121277079	PLAIN BAGELS	https://static.openfoodfacts.org/images/products/004/812/127/7079/front_en.3.400.jpg	6	b	4	1150	44.2	1.05	0	0	0				0	0	55.8	6.32			2.11	9.47				1.2	0.474		0					0	0.000395	0.000268	0.00316		0.000105									0.105		0.00284																			2	2							
00485418	2 Large Garlic and Coriander Naans	https://static.openfoodfacts.org/images/products/00485418/front_en.8.400.jpg	0	c		1071		1.6	0.2								49.1	4.9			2.9	9.8				1.95	0.767716535433071																																										9	9							
0049022721210	Hamburger Buns		0	c	4	1071		3.49	0	0	1.16				0	0	46.51	6.98			0	6.98				1.12268	0.442		0					0	0.523	0.316279	0.004651			9.3e-05								0.093		0.00251																			4	4							
0050400151000	Hamburger Buns		6	b	4	1167		2.33	0	0	0				0	0	51.16	6.98			2.3	9.3				1.1811	0.465		0					0	0.003	0.002372	0.002791		4.3e-05									0.093		0.00335																			2	2							
0050400739543	Golden Hamburger Buns		5	c	4	1238		3.7	0.93	0	1.85				0	0	51.85	9.26			1.9	9.26				1.27	0.5		0					0	0.004	0.002519	0.002963		5.4e-05									0.111		0.00267																			4	4							
0050400739697	Wheat Hamburger Buns		0	c	4	1100		2.63	0	0	1.75				0	0	52.63	7.02			1.8	8.77				1.29286	0.509		0					0	0.395	0.238596	0.002807											0.175		0.00316																			3	3							
0050400739741	Hamburger Buns		0	b	3	1167		2.33	0	0	1.16				0	0	53.49	6.98			2.3	6.98				1.0033	0.395		0					0	0.349	0.237209	0.002791											0.186		0.00335																			2	2							
0050400739819	Classic Potato, Pre Sliced Hamburger Buns		1	c	4	1105		2.83	0	0	0.94				0	0	49.06	5.66			1.9	11.32				1.24714	0.491		0					0	0.425	0.256604	0.003019											0.113		0.0034																			3	3							
00508469	Whole Wheat Hamburger Buns		0	a	3	1176		3.51	0						0	0	52.63	7.02			8.8	10.53				1.29286	0.509		0					0.0105														0.035		0.00126																			-1	-1							
00518949	Soft Wholemeal Rolls		3	a	4	1063		3.4	0.7								41.1	1.9			5.9	11.8				0.88	0.346456692913386																																										-4	-4							
00522960	4 All Butter Muffins	https://static.openfoodfacts.org/images/products/00522960/front_en.10.400.jpg	0	b	4	1069		3.1	1.5								43.9	6			2.6	11				0.85	0.334645669291339																																										1	1							
00531092	Sliced Irish Brown Soda Bread		4	b	4	900		2.1	0.6								38.8	3.9			3.9	8.2				1.73	0.681102362204724																																										0	0							
0055991241031	pain de blé germé		0		3	1150		5	0.5								50	7.5			7.5					1.27	0.5																					0.05	0.15	0.0045	0.1	0.00225		0.00125		4.37e-05																					
0056573007816	multigo		2		4																																																																								
0056573112015	Sandwich Club		0	b																																																																	0	0							
0056951450609	Biscottes Hollandaises		0																																																																										
00578561	Blueberry Raspberry oat bran muffins	https://static.openfoodfacts.org/images/products/00578561/front_en.3.400.jpg	1	a	3	937	218	5.97	0						0	0	43.3	11.9			5.97	5.97				0.644	0.254		0					0.00179														0.0299		0.00161																			-2	-2							
00580304	Super Soft White Medium Sliced		1	a	3	983		2.1	0.55								43.9	5.7			3.6	8.7				1.03	0.405511811023622				7.5e-07																																						-1	-1							
0059243001817	Muffins Anglais		0	a		954		0.88	0.35								44	1.75				10.52				0.421	0.165748031496063																																										-2	-2							
0059608001001	Muffins anglais Nature		4	a	4	1030		1.75	0.526						0	0	47.4	3.51			1.75	8.77				0.579	0.228		0					0												0.0351		0.0702		0.00316																			-1	-1							
0059635005003	Texas Toast		4	c	4	1260		10	1.25								44.2	2.83			2.5	7.5				1.46	0.575																					0.05		0.0027																			4	4							
0060249017955	baguette de blé entier		1		4																																																																								
0060347711007	Holsum Fresh		0	b		997		2.38	0.794							0	46	4.76			1.59	7.94				1.05	0.413								31.7	0.00027	0.00317						0.000635						0.0635	0.00429	0.0381	0.000952		0.000476															2	2							
0060383008932	Biscottes Melba		0																																																																										
0060383875206	Bagels minces multigrains		0	b		1213		3.63	1.63								52.72	4.5				10				0.245	0.0964566929133858																																										0	0							
0061077508431	Bagels 12 Céréales		3	d	3	1205		8	3								12	2				11				12	4.7244094488189																																										15	15							
0061077508455	Bagel Tout Garni		0	a		1172		4	0.7								50.7	2.7				10.7				0.32	0.125984251968504																																										-1	-1							
0061077765667	Miche Blanche Club Classique avec Mélange de Grains Rustiques		4	b	3																																																																0	0							
0061077940248	bin matin 6 céréales		4		3																																																																								
0061483019200	muffin anglais		0	a		544		1	0.3								26	1			1	5				0.5334	0.21																																										-1	-1							
0063400040519	Pain 12 Céréales		2	a	4	1120		4.44	0.889			0.889	1.33				46.7	6.67			6.67	11.1				0.356	0.14																			0.256																							-5	-5							
