code	name	image	n_additives	nutriscore	nova	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	omega-6-fat_100g	omega-9-fat_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g
0044000033392	Chocolate Chip Chewy Cookies - Family Size	https://static.openfoodfacts.org/images/products/004/400/003/3392/front_en.8.400.jpg	2		4	1890		19.4	9.68								67.7	38.7			3.23					0.778	0.306																			0.0968				0.00232																											
0044000037420	Oreo smile	https://static.openfoodfacts.org/images/products/004/400/003/7420/front_en.12.400.jpg	1	e	4	1980		19.3	6.14						0	0	71.9	40.4			3.51	3.51				1.07	0.421		0					0														0.0351		0.00189																			21	21							
0044000043551	BelVita Breakfast	https://static.openfoodfacts.org/images/products/004/400/004/3551/front_en.3.400.jpg	3	b	4																																																																0	0							
0044000044435	Cinnamon Bun OREO	https://static.openfoodfacts.org/images/products/004/400/004/4435/front_en.12.400.jpg	1	e	4	2170	207	24.1	8.62						0	0	72.4	44.8			0	3.45				0.613	0.241																			0.0517				0.00124																			25	25							
0044000072742	Oreo	https://static.openfoodfacts.org/images/products/004/400/007/2742/front_en.7.400.jpg	1	e	4	1970	738	20.6	5.88						0	0	73.5	41.2			2.94	2.94				1.01	0.397		0					0												0.162		0		0.00424																			20	20							
0044000088453	Nutter Butter 12 packs	https://static.openfoodfacts.org/images/products/004/400/008/8453/front_en.10.400.jpg	1	e	4	2050		20.8	4.72	5.66	7.55				0	0	69.8	32.1			1.89	7.55				0.958	0.377		0					0												0.151		0		0.00204																			20	20							
0045100060325	Homekist Vanilla Creme Sandwich Cookies	https://static.openfoodfacts.org/images/products/004/510/006/0325/front_en.3.400.jpg	0																																																																										
0046214230208	brownie cookies		1	e	4	2121		27	14								59	38			2.9	4.9				0.60198	0.237																																										23	23							
00469258	Chocolate Chip Cookies		4	e	4	2080		24.6	12.4								61.7	35.3			3	5.7				0.58	0.228346456692913																																										22	22							
0050000622313	Chocolate Chip Cookie Dough	https://static.openfoodfacts.org/images/products/005/000/062/2313/front_en.6.400.jpg	2	e	4	1760	879	23.7	10.5	10.5	2.63				0	0.0263	57.9	31.6			0	5.26				1	0.395		0					0														0		0.00189																			26	26							
0050428328088	Cookies		0																																																																										
00534215	Pumpkin Joe-Joe's	https://static.openfoodfacts.org/images/products/00534215/front_en.4.400.jpg	3	e	4	1960		18.8	9.38								75	40.6			3.12	3.12				0.556	0.219		9.38e-05																					0.00225																			22	22							
00537742	Peanut Butter & Chop Chip Cookies	https://static.openfoodfacts.org/images/products/00537742/front_en.13.400.jpg	4	e	4	2100		24.2	11.1								62	40.9			3	7.5				0.68	0.267716535433071																																					14		8.35			24	24							
0055653630104	Breton, Multigrain Crackers	https://static.openfoodfacts.org/images/products/005/565/363/0104/front_en.3.400.jpg	1	e	4	1980		21.9	12.5						0	3.12	62.5	6.25			0	6.25				2540	1000		0					0														0		0.025																			26	26							
0055742528381	Chocolate Chip Cookies	https://static.openfoodfacts.org/images/products/005/574/252/8381/front_en.10.400.jpg	0	e		2021		24.1	10.3						0	0	69	31			1	3.45				0	0		0					0														0		0.00108																			21	21							
00580328	Chocolate chip sandwich cookies		1	e	4	2180		24	18								72	44			4	4				0.813	0.32																																										24	24							
00587761	All Butter Fairtrade Brazil Nut Cookies	https://static.openfoodfacts.org/images/products/00587761/front.14.400.jpg	2	e	4	2235		31.7	15.2								54	22.1			2.9	7				0.6858	0.27																																										19	19							
0059290500677	Hobnobs	https://static.openfoodfacts.org/images/products/005/929/050/0677/front_en.3.400.jpg	1	d	3	1950		20	8.33						0.333	0	60	26.7			6.67	6.67				0.847	0.333																																										16	16							
0059749952903	Cookies Brownie		2	c	4	628		7	3.5								11	10				2				0.13	0.0511811023622047																																										5	5							
